ablation,catalog_family,source_anchor,regime,split,seed,episodes,success,success_probability,utility,mechanism_recall,rare_mechanism_recall,coverage_false_negative,tail_mechanism_failure,unsafe_deployment_failure,redundancy_rate,selection_cost,annotation_burden,label_noise_risk,schema_mismatch_rate,provenance_risk,calibration_ece,audit_risk_score,regret_to_full
minus_mechanism_taxonomy,droid_in_the_wild,DROID,long_horizon_gap,heldout_combined_catalog_gap,5,6,0.5,0.560241,0.54509,0.503708,0.483672,0.048314,0.072095,0.030576,0.1304,0.191059,0.121595,0.035939,0.044316,0.041327,0.033271,0.117673,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,long_horizon_gap,heldout_combined_catalog_gap,6,6,0.5,0.573481,0.543741,0.501696,0.469605,0.044955,0.073555,0.028874,0.138193,0.191059,0.121595,0.037607,0.046331,0.040801,0.034723,0.114558,0.035673
minus_mechanism_taxonomy,droid_in_the_wild,DROID,long_horizon_gap,heldout_combined_catalog_gap,7,6,0.666667,0.565398,0.711835,0.510098,0.481398,0.048789,0.071864,0.035963,0.127248,0.191059,0.121595,0.032166,0.053255,0.038817,0.033688,0.120668,0.288165
minus_mechanism_taxonomy,droid_in_the_wild,DROID,long_horizon_gap,heldout_combined_catalog_gap,8,6,0.666667,0.566426,0.712385,0.502927,0.486029,0.046047,0.068526,0.028764,0.135443,0.191059,0.121595,0.036894,0.047715,0.035368,0.031198,0.111824,0.033683
minus_mechanism_taxonomy,droid_in_the_wild,DROID,long_horizon_gap,heldout_combined_catalog_gap,9,6,1.0,0.57128,1.0,0.496746,0.476479,0.04729,0.073744,0.031662,0.127917,0.191059,0.121595,0.036547,0.044588,0.042743,0.032794,0.118429,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,0,6,0.666667,0.566392,0.711581,0.492376,0.492052,0.043032,0.067708,0.030949,0.130654,0.191059,0.122205,0.036199,0.062689,0.041514,0.032714,0.109286,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,1,6,0.833333,0.57514,0.876605,0.497692,0.482722,0.057125,0.063915,0.032891,0.129118,0.191059,0.122205,0.036683,0.058864,0.042565,0.037961,0.121508,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,2,6,0.666667,0.572506,0.707916,0.497043,0.475788,0.055063,0.072528,0.035125,0.130415,0.191059,0.122205,0.040497,0.060869,0.041859,0.032707,0.127021,0.039374
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,3,6,0.5,0.552262,0.541448,0.478916,0.489885,0.050278,0.072237,0.032315,0.128723,0.191059,0.122205,0.036731,0.059928,0.047613,0.033593,0.120613,0.370018
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,4,6,0.5,0.55788,0.54338,0.495873,0.497726,0.050572,0.072032,0.039613,0.131186,0.191059,0.122205,0.030914,0.063066,0.044865,0.034646,0.124403,0.45662
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,5,6,1.0,0.561523,1.0,0.507611,0.476815,0.059181,0.078588,0.040994,0.129192,0.191059,0.122205,0.033253,0.066736,0.046605,0.032208,0.138619,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,6,6,0.5,0.55861,0.54376,0.50621,0.479489,0.055561,0.06473,0.037812,0.129339,0.191059,0.122205,0.033981,0.061503,0.034879,0.035007,0.123014,0.204479
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,7,6,0.666667,0.567043,0.710169,0.495339,0.477753,0.050108,0.066272,0.036352,0.123825,0.191059,0.122205,0.033374,0.059909,0.043587,0.037787,0.117988,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,8,6,0.666667,0.574899,0.710301,0.509427,0.481885,0.053815,0.065679,0.041514,0.131197,0.191059,0.122205,0.04085,0.061142,0.040973,0.032593,0.123831,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,embodiment_schema_gap,heldout_combined_catalog_gap,9,6,0.666667,0.562949,0.706898,0.495095,0.480408,0.055402,0.07459,0.0415,0.129601,0.191059,0.122205,0.042644,0.063058,0.038049,0.036361,0.132094,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,0,6,0.333333,0.574953,0.374692,0.495387,0.465598,0.043474,0.073432,0.037787,0.131062,0.191059,0.12522,0.046397,0.057237,0.045149,0.034294,0.117442,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,1,6,0.833333,0.560854,0.877012,0.506024,0.495285,0.051065,0.070587,0.0388,0.134889,0.191059,0.12522,0.046943,0.055224,0.048314,0.036415,0.123406,0.035378
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,2,6,0.666667,0.568545,0.707769,0.484943,0.476345,0.048442,0.071261,0.03648,0.128188,0.191059,0.12522,0.044207,0.049524,0.049777,0.034261,0.120127,0.292231
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,3,6,1.0,0.573038,1.0,0.512998,0.476437,0.043522,0.068193,0.032542,0.131887,0.191059,0.12522,0.051186,0.057324,0.04469,0.034128,0.110938,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,4,6,0.166667,0.574578,0.208791,0.497446,0.481189,0.049446,0.072188,0.038366,0.128859,0.191059,0.12522,0.047505,0.052887,0.043824,0.034875,0.12277,0.369463
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,5,6,0.5,0.568431,0.545667,0.510659,0.474603,0.040106,0.066768,0.041582,0.126277,0.191059,0.12522,0.042336,0.050634,0.04769,0.03206,0.110973,0.364114
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,6,6,0.5,0.554585,0.542346,0.502112,0.473766,0.049981,0.075213,0.036492,0.121307,0.191059,0.12522,0.045877,0.052771,0.054752,0.029796,0.124637,0.370735
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,7,6,0.833333,0.569433,0.873816,0.48743,0.481518,0.050341,0.074857,0.036873,0.130213,0.191059,0.12522,0.046528,0.054671,0.045522,0.035013,0.12492,0.036402
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,8,6,0.5,0.570086,0.546777,0.514052,0.488016,0.040881,0.067784,0.033758,0.129952,0.191059,0.12522,0.048266,0.055344,0.049193,0.039279,0.108598,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,provenance_label_gap,heldout_combined_catalog_gap,9,6,0.666667,0.572281,0.710769,0.516612,0.477473,0.044452,0.073705,0.041761,0.125311,0.191059,0.12522,0.052804,0.058009,0.051749,0.034155,0.120611,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,0,6,0.666667,0.521907,0.704026,0.510349,0.493911,0.086843,0.079774,0.041313,0.131557,0.191059,0.124364,0.044592,0.056104,0.046413,0.036994,0.167331,0.037089
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,1,6,0.5,0.541203,0.53697,0.521172,0.480266,0.090488,0.081653,0.043572,0.126688,0.191059,0.124364,0.041212,0.059706,0.041813,0.037525,0.173514,0.46303
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,2,6,0.333333,0.535365,0.367945,0.495138,0.475653,0.085962,0.076672,0.044551,0.127001,0.191059,0.124364,0.045192,0.05924,0.044918,0.036839,0.165741,0.03757
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,3,6,0.5,0.512667,0.537041,0.504144,0.493176,0.08447,0.079189,0.03911,0.132045,0.191059,0.124364,0.044664,0.059876,0.041458,0.039049,0.163417,0.462959
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,4,6,0.666667,0.535301,0.702345,0.49869,0.481339,0.07915,0.084408,0.041597,0.12733,0.191059,0.124364,0.042715,0.06247,0.043788,0.036929,0.163254,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,5,6,0.5,0.542763,0.535621,0.503333,0.492085,0.08818,0.083108,0.044838,0.127367,0.191059,0.124364,0.044338,0.056205,0.046083,0.039825,0.17293,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,6,6,0.166667,0.53391,0.201961,0.501588,0.490808,0.089963,0.082762,0.042997,0.126007,0.191059,0.124364,0.043044,0.059227,0.044502,0.038211,0.173533,0.374375
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,7,6,0.333333,0.527568,0.367589,0.511448,0.474297,0.093255,0.080201,0.04632,0.13486,0.191059,0.124364,0.042422,0.062872,0.053397,0.038337,0.176566,0.541802
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,8,6,0.5,0.546925,0.537102,0.508939,0.489098,0.08944,0.078521,0.040615,0.124263,0.191059,0.124364,0.039261,0.063234,0.046466,0.037278,0.168638,0.0
minus_mechanism_taxonomy,droid_in_the_wild,DROID,combined_catalog_gap,heldout_combined_catalog_gap,9,6,0.833333,0.533406,0.870619,0.508268,0.48548,0.082184,0.077784,0.046867,0.125974,0.191059,0.124364,0.043427,0.058044,0.045269,0.035106,0.163956,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,0,6,1.0,0.634536,1.0,0.491957,0.497295,0.003027,0.0371,0.021943,0.12923,0.191059,0.120047,0.029465,0.040691,0.034414,0.027168,0.041824,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,1,6,0.666667,0.640324,0.722224,0.491627,0.463207,0.0,0.038563,0.02192,0.134285,0.191059,0.120047,0.028373,0.043085,0.038944,0.03038,0.039882,0.198926
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,2,6,0.666667,0.639966,0.724373,0.502456,0.485591,0.0,0.039192,0.025032,0.131891,0.191059,0.120047,0.034358,0.046492,0.039622,0.029732,0.04191,0.196822
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,3,6,0.833333,0.639338,0.892875,0.495712,0.481254,0.0,0.028258,0.023109,0.12243,0.191059,0.120047,0.028181,0.037126,0.030729,0.030228,0.032748,0.107125
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,4,6,0.666667,0.646448,0.7237,0.489669,0.489638,0.0,0.040872,0.022836,0.131429,0.191059,0.120047,0.02402,0.04624,0.038052,0.028009,0.042071,0.196671
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,5,6,0.5,0.640594,0.557744,0.492971,0.470977,0.001858,0.028911,0.022513,0.131725,0.191059,0.120047,0.022256,0.043163,0.037656,0.027588,0.034798,0.361059
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,6,6,1.0,0.63898,1.0,0.50348,0.480248,0.006349,0.043739,0.021687,0.128166,0.191059,0.120047,0.025162,0.042935,0.040188,0.026997,0.049997,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,7,6,0.5,0.652446,0.55564,0.49081,0.481298,0.0,0.044452,0.023529,0.13057,0.191059,0.120047,0.032976,0.044597,0.038869,0.029205,0.045103,0.44436
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,8,6,0.5,0.646335,0.557551,0.492158,0.469441,0.0,0.032885,0.015246,0.132262,0.191059,0.120047,0.031338,0.04019,0.037108,0.029916,0.032286,0.364149
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,nominal_metadata,heldout_combined_catalog_gap,9,6,0.833333,0.645161,0.891558,0.496444,0.486549,0.000499,0.035587,0.028743,0.125713,0.191059,0.120047,0.026366,0.03854,0.037367,0.027599,0.04156,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,0,6,0.5,0.613397,0.548481,0.484938,0.480456,0.027604,0.060659,0.022494,0.131005,0.191059,0.120757,0.032505,0.042216,0.040053,0.030595,0.084345,0.203291
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,1,6,0.5,0.609677,0.550571,0.510487,0.481606,0.030031,0.061262,0.023767,0.13287,0.191059,0.120757,0.034033,0.04943,0.037566,0.030473,0.087861,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,2,6,0.833333,0.614008,0.883075,0.496466,0.476803,0.024128,0.063676,0.023363,0.129048,0.191059,0.120757,0.031989,0.043136,0.037155,0.029782,0.083566,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,3,6,0.5,0.617386,0.551165,0.51206,0.474965,0.030981,0.061051,0.022236,0.123581,0.191059,0.120757,0.031801,0.044212,0.038237,0.033855,0.087888,0.365517
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,4,6,0.5,0.608038,0.549048,0.503267,0.480654,0.036111,0.057772,0.026506,0.134171,0.191059,0.120757,0.032317,0.046898,0.039419,0.03331,0.092693,0.200622
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,5,6,0.833333,0.602981,0.884298,0.502201,0.491672,0.034094,0.04954,0.030851,0.132857,0.191059,0.120757,0.02801,0.049093,0.035177,0.029292,0.086675,0.033675
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,6,6,0.5,0.616426,0.549828,0.499011,0.489366,0.034886,0.057527,0.028754,0.130118,0.191059,0.120757,0.027535,0.042296,0.041247,0.030782,0.092408,0.364132
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,7,6,0.5,0.612889,0.550684,0.506031,0.487107,0.031959,0.060888,0.024361,0.131876,0.191059,0.120757,0.031374,0.040302,0.032936,0.032598,0.089805,0.035532
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,8,6,0.333333,0.607158,0.38172,0.493029,0.479348,0.0381,0.052914,0.027056,0.12904,0.191059,0.120757,0.030352,0.048185,0.043829,0.028659,0.091314,0.61828
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,contact_transition_gap,heldout_combined_catalog_gap,9,6,0.5,0.60185,0.548279,0.508762,0.469744,0.031775,0.067112,0.030407,0.130509,0.191059,0.120757,0.029314,0.047521,0.034018,0.031784,0.097313,0.03546
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,0,6,0.166667,0.61365,0.220364,0.517619,0.463869,0.013245,0.059607,0.022966,0.128272,0.191059,0.121089,0.031007,0.044338,0.038352,0.02903,0.069434,0.194856
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,1,6,0.833333,0.631921,0.885241,0.501706,0.472744,0.020316,0.051632,0.028908,0.134263,0.191059,0.121089,0.026357,0.041435,0.048244,0.02947,0.073494,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,2,6,0.833333,0.62,0.882812,0.497375,0.48362,0.022616,0.067775,0.02875,0.122891,0.191059,0.121089,0.037481,0.043504,0.038463,0.030851,0.087822,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,3,6,0.833333,0.624133,0.883111,0.498256,0.475781,0.024153,0.059225,0.028,0.131897,0.191059,0.121089,0.034352,0.042643,0.04141,0.028969,0.082572,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,4,6,0.666667,0.62398,0.716478,0.507269,0.477426,0.027451,0.060013,0.033975,0.127632,0.191059,0.121089,0.037099,0.044057,0.034033,0.03383,0.089448,0.198821
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,5,6,0.833333,0.618578,0.88377,0.507785,0.466937,0.026325,0.060438,0.022086,0.135352,0.191059,0.121089,0.027511,0.045312,0.036287,0.03078,0.082697,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,6,6,0.5,0.61832,0.551114,0.507498,0.464462,0.021564,0.059944,0.026673,0.129639,0.191059,0.121089,0.026045,0.042329,0.035593,0.034449,0.079859,0.19627
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,7,6,0.333333,0.613947,0.383342,0.496472,0.480681,0.024163,0.060421,0.026423,0.129281,0.191059,0.121089,0.030748,0.048154,0.045419,0.029515,0.082691,0.366354
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,8,6,0.666667,0.615492,0.718786,0.505471,0.493229,0.022967,0.062914,0.024512,0.127411,0.191059,0.121089,0.034941,0.041596,0.035905,0.028215,0.082409,0.031081
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,force_tactile_gap,heldout_combined_catalog_gap,9,6,0.833333,0.618353,0.886118,0.512759,0.480278,0.01752,0.065393,0.027444,0.126277,0.191059,0.121089,0.027023,0.042081,0.039583,0.030298,0.080287,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,0,6,0.5,0.622231,0.549938,0.50398,0.475164,0.030034,0.062351,0.027264,0.123846,0.191059,0.121313,0.030584,0.038659,0.044465,0.031058,0.090429,0.199586
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,1,6,0.5,0.612242,0.547765,0.49358,0.478184,0.026385,0.064772,0.033269,0.128877,0.191059,0.121313,0.032121,0.049421,0.040282,0.032979,0.091598,0.452235
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,2,6,0.5,0.615255,0.550958,0.507068,0.47771,0.021696,0.063622,0.023593,0.131481,0.191059,0.121313,0.035772,0.04582,0.039115,0.029145,0.08121,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,3,6,0.833333,0.61994,0.886606,0.513952,0.489734,0.026984,0.052916,0.031177,0.127825,0.191059,0.121313,0.027882,0.04448,0.041296,0.033675,0.08226,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,4,6,0.666667,0.611459,0.713539,0.492947,0.483035,0.028266,0.078855,0.024397,0.130172,0.191059,0.121313,0.032623,0.04037,0.039461,0.033662,0.099606,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,5,6,0.666667,0.599417,0.715321,0.494797,0.480839,0.023349,0.067787,0.029554,0.127896,0.191059,0.121313,0.035859,0.041731,0.041109,0.03077,0.088966,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,6,6,0.666667,0.62114,0.718975,0.509855,0.486371,0.027227,0.056093,0.027138,0.127376,0.191059,0.121313,0.033346,0.041067,0.046329,0.030583,0.082866,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,7,6,0.5,0.619799,0.549029,0.500962,0.474497,0.029013,0.062788,0.023422,0.131944,0.191059,0.121313,0.034247,0.046537,0.034365,0.027133,0.087815,0.032624
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,8,6,0.666667,0.620724,0.713211,0.490563,0.467015,0.02736,0.068795,0.025505,0.128362,0.191059,0.121313,0.035077,0.048574,0.040315,0.033272,0.091709,0.036127
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,recovery_gap,heldout_combined_catalog_gap,9,6,0.333333,0.607113,0.383359,0.511051,0.483086,0.034254,0.064549,0.027694,0.12587,0.191059,0.121313,0.032653,0.040849,0.044636,0.032087,0.096513,0.366589
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,0,6,0.666667,0.605811,0.716151,0.504556,0.478334,0.031325,0.061486,0.026613,0.126061,0.191059,0.121575,0.03746,0.043937,0.039328,0.035267,0.090746,0.033945
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,1,6,0.666667,0.618095,0.714902,0.49318,0.479835,0.033528,0.059846,0.025473,0.130995,0.191059,0.121575,0.032764,0.043255,0.044974,0.032446,0.091149,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,2,6,0.666667,0.613804,0.714629,0.498302,0.471469,0.035135,0.061681,0.022228,0.125216,0.191059,0.121575,0.039056,0.045143,0.044736,0.030164,0.09251,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,3,6,0.5,0.613297,0.545324,0.500085,0.474644,0.038171,0.07239,0.032285,0.13053,0.191059,0.121575,0.035132,0.046971,0.043129,0.031839,0.108606,0.202866
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,4,6,0.5,0.602205,0.544736,0.499642,0.467044,0.040794,0.069741,0.03078,0.131432,0.191059,0.121575,0.035163,0.04844,0.038974,0.030593,0.10849,0.204775
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,5,6,0.833333,0.616397,0.883551,0.508847,0.493598,0.035303,0.062389,0.026356,0.130347,0.191059,0.121575,0.032748,0.047815,0.040476,0.032331,0.095272,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,6,6,0.333333,0.597375,0.381255,0.514551,0.470075,0.038253,0.065243,0.032036,0.131258,0.191059,0.121575,0.034647,0.042394,0.04241,0.031809,0.103204,0.367101
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,7,6,0.333333,0.613312,0.381635,0.499564,0.48951,0.033339,0.065652,0.029535,0.131843,0.191059,0.121575,0.031599,0.048882,0.047082,0.031137,0.097346,0.201273
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,8,6,0.833333,0.611543,0.882583,0.507843,0.488238,0.037512,0.062974,0.026693,0.127368,0.191059,0.121575,0.036825,0.046713,0.043758,0.032812,0.09809,0.032611
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,deformable_gap,heldout_combined_catalog_gap,9,6,0.5,0.609779,0.547855,0.503786,0.47729,0.037093,0.065521,0.027807,0.130192,0.191059,0.121575,0.029112,0.047017,0.034633,0.030905,0.100137,0.034563
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,0,6,0.5,0.608237,0.549931,0.510772,0.489534,0.029382,0.066317,0.034327,0.130248,0.191059,0.121725,0.031515,0.045524,0.046554,0.030781,0.096284,0.365462
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,1,6,0.333333,0.616685,0.383102,0.507706,0.488238,0.025986,0.069462,0.031641,0.129873,0.191059,0.121725,0.03329,0.044711,0.042217,0.033382,0.093903,0.199425
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,2,6,0.833333,0.61425,0.882544,0.516818,0.452143,0.02471,0.062666,0.031502,0.129181,0.191059,0.121725,0.03345,0.052625,0.044273,0.032488,0.08746,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,3,6,0.5,0.604425,0.546793,0.50061,0.485371,0.036421,0.069893,0.033379,0.127763,0.191059,0.121725,0.031929,0.051492,0.039863,0.033977,0.10553,0.034904
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,4,6,0.5,0.609724,0.549491,0.498611,0.492065,0.027409,0.069216,0.023256,0.124914,0.191059,0.121725,0.037531,0.047305,0.04382,0.033767,0.090949,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,5,6,0.666667,0.604992,0.713747,0.497478,0.47394,0.030945,0.064683,0.031581,0.133765,0.191059,0.121725,0.036607,0.043945,0.042123,0.02995,0.095248,0.034355
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,6,6,0.166667,0.609444,0.211682,0.492236,0.471834,0.036165,0.068444,0.034163,0.131614,0.191059,0.121725,0.03151,0.04662,0.03914,0.034858,0.104579,0.535384
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,7,6,0.5,0.612901,0.546008,0.49822,0.462024,0.035285,0.064955,0.031404,0.129154,0.191059,0.121725,0.035127,0.043159,0.036561,0.032296,0.099703,0.365863
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,8,6,0.833333,0.608396,0.880626,0.511088,0.464902,0.036052,0.067976,0.034312,0.127402,0.191059,0.121725,0.031415,0.041738,0.043809,0.032252,0.10419,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,irreversible_side_effect_gap,heldout_combined_catalog_gap,9,6,0.5,0.611071,0.545374,0.493727,0.474937,0.040082,0.06695,0.030341,0.129213,0.191059,0.121725,0.03741,0.04186,0.039049,0.03174,0.105465,0.203075
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,long_horizon_gap,heldout_combined_catalog_gap,0,6,0.666667,0.620342,0.719705,0.528934,0.48436,0.026913,0.066303,0.025245,0.131657,0.191059,0.12154,0.031171,0.043266,0.039645,0.02975,0.089263,0.027031
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,long_horizon_gap,heldout_combined_catalog_gap,1,6,0.833333,0.615299,0.883303,0.505707,0.484213,0.030841,0.058727,0.025071,0.128051,0.191059,0.12154,0.041294,0.052797,0.041592,0.036572,0.087421,0.0
minus_mechanism_taxonomy,robomimic_task_suite,robomimic,long_horizon_gap,heldout_combined_catalog_gap,2,6,0.666667,0.611051,0.719951,0.518559,0.493064,0.027588,0.061035,0.023891,0.127737,0.191059,0.12154,0.03164,0.044992,0.040966,0.032824,0.08531,0.196085
